,itemid,impressions,grab_time
0,129246426,发货很快:84-价格便宜:83-口感很好:81-性价比高 :77-服务很好:76-日期新鲜:72-味道香而浓郁:70-新鲜:40-任性付免息:2,2017-06-11 10:38:20
1,147599713,发货很快:22-价格便宜:20-性价比高 :20-新鲜:17-口感很好:17-服务很好:15-日期新鲜:14-味道香而浓郁:11,2017-06-11 10:38:31
2,133253001,,2017-06-11 10:38:43
3,610593866,,2017-06-11 10:38:54
4,610593867,,2017-06-11 10:39:06
5,627365295,,2017-06-11 10:39:17
6,627817857,,2017-06-11 10:39:28
